cidade,data,temperatura_maxima,temperatura_minima
Belo Horizonte,2023-11-19 19:37:41.600710,33.74,17.0
Porto Alegre,2023-11-19 19:37:41.600710,30.12,-6.97
Salvador,2023-11-19 19:37:41.600710,36.9,18.34
Curitiba,2023-11-19 19:37:41.600710,15.32,-7.85
Fortaleza,2023-11-19 19:37:41.600710,35.64,-7.18
Recife,2023-11-19 19:37:41.600710,15.5,-9.11
Brasília,2023-11-19 19:37:41.600710,25.16,24.14
Manaus,2023-11-19 19:37:41.600710,22.0,18.79
São Paulo,2023-11-20 19:37:41.600710,22.5,-9.28
Rio de Janeiro,2023-11-20 19:37:41.600710,18.3,16.51
Belo Horizonte,2023-11-20 19:37:41.600710,31.84,9.68
Porto Alegre,2023-11-20 19:37:41.600710,15.69,10.15
Salvador,2023-11-20 19:37:41.600710,26.93,1.66
Curitiba,2023-11-20 19:37:41.600710,17.62,-5.25
Fortaleza,2023-11-20 19:37:41.600710,38.8,33.59
Recife,2023-11-20 19:37:41.600710,18.65,18.53
Brasília,2023-11-20 19:37:41.600710,37.64,4.86
Manaus,2023-11-20 19:37:41.600710,18.2,-6.36
São Paulo,2023-11-21 19:37:41.600710,28.54,10.4
Rio de Janeiro,2023-11-21 19:37:41.600710,25.38,14.09
Belo Horizonte,2023-11-21 19:37:41.600710,19.74,12.21
Porto Alegre,2023-11-21 19:37:41.600710,17.41,14.55
Salvador,2023-11-21 19:37:41.600710,19.36,9.32
Curitiba,2023-11-21 19:37:41.600710,19.83,-9.66
Fortaleza,2023-11-21 19:37:41.600710,32.95,6.17
Recife,2023-11-21 19:37:41.600710,26.74,-4.61
Brasília,2023-11-21 19:37:41.600710,16.42,4.05
Manaus,2023-11-21 19:37:41.600710,28.96,-2.88
São Paulo,2023-11-22 19:37:41.600710,39.05,34.39
Rio de Janeiro,2023-11-22 19:37:41.600710,30.83,11.8
Belo Horizonte,2023-11-22 19:37:41.600710,36.01,1.83
Porto Alegre,2023-11-22 19:37:41.600710,27.94,21.1
Salvador,2023-11-22 19:37:41.600710,20.96,20.32
Curitiba,2023-11-22 19:37:41.600710,18.37,-8.03
Fortaleza,2023-11-22 19:37:41.600710,28.43,-5.64
Recife,2023-11-22 19:37:41.600710,39.86,34.91
Brasília,2023-11-22 19:37:41.600710,39.1,-3.27
Manaus,2023-11-22 19:37:41.600710,15.48,5.03
São Paulo,2023-11-23 19:37:41.600710,18.77,10.49
Rio de Janeiro,2023-11-23 19:37:41.600710,20.62,12.7
Belo Horizonte,2023-11-23 19:37:41.600710,27.01,17.79
Porto Alegre,2023-11-23 19:37:41.600710,26.22,17.2
Salvador,2023-11-23 19:37:41.600710,18.81,7.11
Curitiba,2023-11-23 19:37:41.600710,31.4,5.66
Fortaleza,2023-11-23 19:37:41.600710,35.2,-6.29
Recife,2023-11-23 19:37:41.600710,32.9,7.89
Brasília,2023-11-23 19:37:41.600710,28.19,22.34
Manaus,2023-11-23 19:37:41.600710,28.03,17.02
São Paulo,2023-11-24 19:37:41.600710,39.7,4.02
Rio de Janeiro,2023-11-24 19:37:41.600710,34.87,19.3
Belo Horizonte,2023-11-24 19:37:41.600710,32.58,10.12
Porto Alegre,2023-11-24 19:37:41.600710,36.6,33.65
Salvador,2023-11-24 19:37:41.600710,37.75,-0.69
Curitiba,2023-11-24 19:37:41.600710,23.24,2.01
Fortaleza,2023-11-24 19:37:41.600710,25.18,8.23
Recife,2023-11-24 19:37:41.600710,36.63,26.66
Brasília,2023-11-24 19:37:41.600710,22.14,5.03
Manaus,2023-11-24 19:37:41.600710,20.32,3.35
São Paulo,2023-11-25 19:37:41.600710,39.89,15.68
Rio de Janeiro,2023-11-25 19:37:41.600710,33.13,-0.58
Belo Horizonte,2023-11-25 19:37:41.600710,28.97,-8.98
Porto Alegre,2023-11-25 19:37:41.600710,36.79,0.11
Salvador,2023-11-25 19:37:41.600710,15.36,8.49
Curitiba,2023-11-25 19:37:41.600710,39.63,38.2
Fortaleza,2023-11-25 19:37:41.600710,20.16,18.27
Recife,2023-11-25 19:37:41.600710,15.92,-2.79
Brasília,2023-11-25 19:37:41.600710,25.42,23.9
Manaus,2023-11-25 19:37:41.600710,27.77,27.41
São Paulo,2023-11-26 19:37:41.600710,23.98,4.59
Rio de Janeiro,2023-11-26 19:37:41.600710,18.09,-1.61
Belo Horizonte,2023-11-26 19:37:41.600710,19.23,-6.49
Porto Alegre,2023-11-26 19:37:41.600710,21.87,12.01
Salvador,2023-11-26 19:37:41.600710,27.71,12.42
Curitiba,2023-11-26 19:37:41.600710,16.51,0.18
Fortaleza,2023-11-26 19:37:41.600710,27.84,-6.12
Recife,2023-11-26 19:37:41.600710,15.65,-1.05
Brasília,2023-11-26 19:37:41.600710,20.94,19.24
Manaus,2023-11-26 19:37:41.600710,39.4,-6.47
São Paulo,2023-11-27 19:37:41.600710,34.99,2.98
Rio de Janeiro,2023-11-27 19:37:41.600710,38.72,9.0
Belo Horizonte,2023-11-27 19:37:41.600710,21.98,15.65
Porto Alegre,2023-11-27 19:37:41.600710,23.93,14.02
Salvador,2023-11-27 19:37:41.600710,23.46,0.82
Curitiba,2023-11-27 19:37:41.600710,17.04,-6.73
Fortaleza,2023-11-27 19:37:41.600710,34.55,-2.28
Recife,2023-11-27 19:37:41.600710,19.5,17.34
Brasília,2023-11-27 19:37:41.600710,38.64,3.81
Manaus,2023-11-27 19:37:41.600710,16.25,15.16
São Paulo,2023-11-28 19:37:41.600710,37.21,4.76
Rio de Janeiro,2023-11-28 19:37:41.600710,35.93,31.91
Belo Horizonte,2023-11-28 19:37:41.600710,39.62,17.62
Porto Alegre,2023-11-28 19:37:41.600710,26.26,8.66
Salvador,2023-11-28 19:37:41.600710,28.93,1.88
Curitiba,2023-11-28 19:37:41.600710,28.76,-5.54
Fortaleza,2023-11-28 19:37:41.600710,19.84,11.35
Recife,2023-11-28 19:37:41.600710,39.68,10.33
Brasília,2023-11-28 19:37:41.600710,35.26,14.78
Manaus,2023-11-28 19:37:41.600710,31.01,8.06
São Paulo,2023-11-29 19:37:41.600710,17.57,-8.39
Rio de Janeiro,2023-11-29 19:37:41.600710,34.89,1.44
Belo Horizonte,2023-11-29 19:37:41.600710,25.87,24.29
Porto Alegre,2023-11-29 19:37:41.600710,38.14,34.8
Salvador,2023-11-29 19:37:41.600710,29.11,-5.1
Curitiba,2023-11-29 19:37:41.600710,25.64,19.41
Fortaleza,2023-11-29 19:37:41.600710,21.69,15.11
Recife,2023-11-29 19:37:41.600710,29.41,22.97
Brasília,2023-11-29 19:37:41.600710,28.29,16.91
Manaus,2023-11-29 19:37:41.600710,31.06,-5.27
São Paulo,2023-11-30 19:37:41.600710,31.89,-4.62
Rio de Janeiro,2023-11-30 19:37:41.600710,36.75,35.03
Belo Horizonte,2023-11-30 19:37:41.600710,27.84,3.84
Porto Alegre,2023-11-30 19:37:41.600710,29.19,24.35
Salvador,2023-11-30 19:37:41.600710,39.78,26.88
Curitiba,2023-11-30 19:37:41.600710,38.42,27.08
Fortaleza,2023-11-30 19:37:41.600710,35.71,17.31
Recife,2023-11-30 19:37:41.600710,34.01,26.88
Brasília,2023-11-30 19:37:41.600710,35.2,-5.65
Manaus,2023-11-30 19:37:41.600710,39.83,29.94
São Paulo,2023-12-01 19:37:41.600710,23.23,5.89
Rio de Janeiro,2023-12-01 19:37:41.600710,33.75,5.37
Belo Horizonte,2023-12-01 19:37:41.600710,27.35,1.18
Porto Alegre,2023-12-01 19:37:41.600710,21.42,19.0
Salvador,2023-12-01 19:37:41.600710,18.49,15.09
Curitiba,2023-12-01 19:37:41.600710,35.12,5.82
Fortaleza,2023-12-01 19:37:41.600710,30.84,15.74
Recife,2023-12-01 19:37:41.600710,36.55,7.74
Brasília,2023-12-01 19:37:41.600710,39.77,10.25
Manaus,2023-12-01 19:37:41.600710,37.18,36.9
São Paulo,2023-12-02 19:37:41.600710,21.83,2.88
Rio de Janeiro,2023-12-02 19:37:41.600710,16.91,-6.01
Belo Horizonte,2023-12-02 19:37:41.600710,32.64,16.07
Porto Alegre,2023-12-02 19:37:41.600710,17.55,3.65
Salvador,2023-12-02 19:37:41.600710,17.86,16.89
Curitiba,2023-12-02 19:37:41.600710,30.14,-0.82
Fortaleza,2023-12-02 19:37:41.600710,19.98,11.93
Recife,2023-12-02 19:37:41.600710,36.99,-6.73
Brasília,2023-12-02 19:37:41.600710,36.91,-7.47
Manaus,2023-12-02 19:37:41.600710,17.13,3.7
São Paulo,2023-12-03 19:37:41.600710,23.0,2.46
Rio de Janeiro,2023-12-03 19:37:41.600710,31.46,21.13
Belo Horizonte,2023-12-03 19:37:41.600710,15.39,-8.71
Porto Alegre,2023-12-03 19:37:41.600710,25.65,5.71
Salvador,2023-12-03 19:37:41.600710,32.49,3.32
Curitiba,2023-12-03 19:37:41.600710,22.31,21.27
Fortaleza,2023-12-03 19:37:41.600710,30.47,10.11
Recife,2023-12-03 19:37:41.600710,34.09,-7.86
Brasília,2023-12-03 19:37:41.600710,19.16,-2.33
Manaus,2023-12-03 19:37:41.600710,24.12,14.44
São Paulo,2023-12-04 19:37:41.600710,23.48,-1.51
Rio de Janeiro,2023-12-04 19:37:41.600710,30.26,4.71
Belo Horizonte,2023-12-04 19:37:41.600710,26.37,-3.71
Porto Alegre,2023-12-04 19:37:41.600710,27.59,10.66
Salvador,2023-12-04 19:37:41.600710,35.95,33.62
Curitiba,2023-12-04 19:37:41.600710,15.2,-0.35
Fortaleza,2023-12-04 19:37:41.600710,31.76,12.15
Recife,2023-12-04 19:37:41.600710,22.71,-6.12
Brasília,2023-12-04 19:37:41.600710,15.03,13.19
Manaus,2023-12-04 19:37:41.600710,18.97,-9.67
São Paulo,2023-12-05 19:37:41.600710,17.48,14.48
Rio de Janeiro,2023-12-05 19:37:41.600710,33.97,24.14
Belo Horizonte,2023-12-05 19:37:41.600710,24.44,24.15
Porto Alegre,2023-12-05 19:37:41.600710,24.37,22.33
Salvador,2023-12-05 19:37:41.600710,18.51,0.7
Curitiba,2023-12-05 19:37:41.600710,18.08,17.13
Fortaleza,2023-12-05 19:37:41.600710,29.41,0.13
Recife,2023-12-05 19:37:41.600710,36.32,22.92
Brasília,2023-12-05 19:37:41.600710,27.62,-2.79
Manaus,2023-12-05 19:37:41.600710,23.67,18.41
São Paulo,2023-12-06 19:37:41.600710,39.23,26.85
Rio de Janeiro,2023-12-06 19:37:41.600710,31.73,6.96
Belo Horizonte,2023-12-06 19:37:41.600710,31.96,24.68
Porto Alegre,2023-12-06 19:37:41.600710,31.36,23.7
Salvador,2023-12-06 19:37:41.600710,21.94,4.99
Curitiba,2023-12-06 19:37:41.600710,36.63,26.11
Fortaleza,2023-12-06 19:37:41.600710,35.35,22.52
Recife,2023-12-06 19:37:41.600710,33.89,20.37
Brasília,2023-12-06 19:37:41.600710,15.94,4.4
Manaus,2023-12-06 19:37:41.600710,18.5,0.61
São Paulo,2023-12-07 19:37:41.600710,31.48,-2.69
Rio de Janeiro,2023-12-07 19:37:41.600710,23.76,-1.54
Belo Horizonte,2023-12-07 19:37:41.600710,38.55,-1.86
Porto Alegre,2023-12-07 19:37:41.600710,38.02,21.92
Salvador,2023-12-07 19:37:41.600710,33.43,25.67
Curitiba,2023-12-07 19:37:41.600710,35.88,-8.35
Fortaleza,2023-12-07 19:37:41.600710,29.61,11.41
Recife,2023-12-07 19:37:41.600710,16.33,-0.75
Brasília,2023-12-07 19:37:41.600710,39.74,16.37
Manaus,2023-12-07 19:37:41.600710,39.47,-1.86
São Paulo,2023-12-08 19:37:41.600710,24.96,-7.65
Rio de Janeiro,2023-12-08 19:37:41.600710,25.81,-7.84
Belo Horizonte,2023-12-08 19:37:41.600710,29.76,20.25
Porto Alegre,2023-12-08 19:37:41.600710,18.84,7.01
Salvador,2023-12-08 19:37:41.600710,30.78,3.27
Curitiba,2023-12-08 19:37:41.600710,32.68,27.72
Fortaleza,2023-12-08 19:37:41.600710,21.78,13.62
Recife,2023-12-08 19:37:41.600710,32.35,18.24
Brasília,2023-12-08 19:37:41.600710,22.52,17.55
Manaus,2023-12-08 19:37:41.600710,23.95,-6.67
São Paulo,2023-12-09 19:37:41.600710,26.83,0.26
Rio de Janeiro,2023-12-09 19:37:41.600710,32.68,21.38
Belo Horizonte,2023-12-09 19:37:41.600710,21.71,8.54
Porto Alegre,2023-12-09 19:37:41.600710,37.33,29.8
Salvador,2023-12-09 19:37:41.600710,27.6,-6.35
Curitiba,2023-12-09 19:37:41.600710,20.26,1.08
Fortaleza,2023-12-09 19:37:41.600710,22.98,-1.17
Recife,2023-12-09 19:37:41.600710,35.76,6.67
Brasília,2023-12-09 19:37:41.600710,25.84,17.89
Manaus,2023-12-09 19:37:41.600710,23.58,11.36
São Paulo,2023-12-10 19:37:41.600710,26.18,4.98
Rio de Janeiro,2023-12-10 19:37:41.600710,25.17,-0.55
Belo Horizonte,2023-12-10 19:37:41.600710,33.53,-1.21
Porto Alegre,2023-12-10 19:37:41.600710,26.59,-0.25
Salvador,2023-12-10 19:37:41.600710,27.02,18.04
Curitiba,2023-12-10 19:37:41.600710,33.6,28.96
Fortaleza,2023-12-10 19:37:41.600710,38.82,-9.51
Recife,2023-12-10 19:37:41.600710,32.38,-0.36
Brasília,2023-12-10 19:37:41.600710,17.06,16.53
Manaus,2023-12-10 19:37:41.600710,15.33,-7.01
São Paulo,2023-12-11 19:37:41.600710,32.19,28.81
Rio de Janeiro,2023-12-11 19:37:41.600710,34.57,22.26
Belo Horizonte,2023-12-11 19:37:41.600710,35.8,32.01
Porto Alegre,2023-12-11 19:37:41.600710,16.83,6.29
Salvador,2023-12-11 19:37:41.600710,25.13,17.37
Curitiba,2023-12-11 19:37:41.600710,29.69,18.35
Fortaleza,2023-12-11 19:37:41.600710,27.17,1.96
Recife,2023-12-11 19:37:41.600710,19.09,11.83
Brasília,2023-12-11 19:37:41.600710,32.82,27.84
Manaus,2023-12-11 19:37:41.600710,23.21,-4.7
São Paulo,2023-12-12 19:37:41.600710,19.7,-3.17
Rio de Janeiro,2023-12-12 19:37:41.600710,35.71,1.98
Belo Horizonte,2023-12-12 19:37:41.600710,28.22,9.32
Porto Alegre,2023-12-12 19:37:41.600710,32.33,-5.83
Salvador,2023-12-12 19:37:41.600710,17.74,-0.25
Curitiba,2023-12-12 19:37:41.600710,23.18,4.17
Fortaleza,2023-12-12 19:37:41.600710,33.4,3.06
Recife,2023-12-12 19:37:41.600710,25.93,11.1
Brasília,2023-12-12 19:37:41.600710,26.62,15.47
Manaus,2023-12-12 19:37:41.600710,28.12,13.92
São Paulo,2023-12-13 19:37:41.600710,23.71,-6.28
Rio de Janeiro,2023-12-13 19:37:41.600710,36.75,13.23
Belo Horizonte,2023-12-13 19:37:41.600710,38.13,4.45
Porto Alegre,2023-12-13 19:37:41.600710,31.15,22.8
Salvador,2023-12-13 19:37:41.600710,32.59,-9.71
Curitiba,2023-12-13 19:37:41.600710,34.41,20.67
Fortaleza,2023-12-13 19:37:41.600710,23.61,23.24
Recife,2023-12-13 19:37:41.600710,18.53,2.64
Brasília,2023-12-13 19:37:41.600710,26.71,-6.32
Manaus,2023-12-13 19:37:41.600710,31.22,10.0
São Paulo,2023-12-14 19:37:41.600710,32.16,18.12
Rio de Janeiro,2023-12-14 19:37:41.600710,25.9,9.97
Belo Horizonte,2023-12-14 19:37:41.600710,36.71,29.02
Porto Alegre,2023-12-14 19:37:41.600710,22.13,-6.21
Salvador,2023-12-14 19:37:41.600710,19.27,0.59
Curitiba,2023-12-14 19:37:41.600710,30.69,-4.57
Fortaleza,2023-12-14 19:37:41.600710,21.54,18.86
Recife,2023-12-14 19:37:41.600710,24.71,18.52
Brasília,2023-12-14 19:37:41.600710,33.3,19.72
Manaus,2023-12-14 19:37:41.600710,28.28,-6.07
São Paulo,2023-12-15 19:37:41.600710,15.27,13.34
Rio de Janeiro,2023-12-15 19:37:41.600710,17.0,-7.0
Belo Horizonte,2023-12-15 19:37:41.600710,38.48,25.54
Porto Alegre,2023-12-15 19:37:41.600710,24.3,3.53
Salvador,2023-12-15 19:37:41.600710,37.99,18.35
Curitiba,2023-12-15 19:37:41.600710,36.19,-4.51
Fortaleza,2023-12-15 19:37:41.600710,33.26,25.62
Recife,2023-12-15 19:37:41.600710,27.07,1.31
Brasília,2023-12-15 19:37:41.600710,21.59,18.52
Manaus,2023-12-15 19:37:41.600710,16.88,11.82
São Paulo,2023-12-16 19:37:41.600710,20.13,-1.58
Rio de Janeiro,2023-12-16 19:37:41.600710,21.53,18.62
Belo Horizonte,2023-12-16 19:37:41.600710,33.42,31.79
Porto Alegre,2023-12-16 19:37:41.600710,17.86,9.79
Salvador,2023-12-16 19:37:41.600710,28.78,0.55
Curitiba,2023-12-16 19:37:41.600710,38.98,4.93
Fortaleza,2023-12-16 19:37:41.600710,22.18,3.98
Recife,2023-12-16 19:37:41.600710,17.73,-9.26
Brasília,2023-12-16 19:37:41.600710,21.28,17.92
Manaus,2023-12-16 19:37:41.600710,37.47,-8.88
São Paulo,2023-12-17 19:37:41.600710,20.0,17.93
Rio de Janeiro,2023-12-17 19:37:41.600710,30.34,14.96
Belo Horizonte,2023-12-17 19:37:41.600710,38.42,16.6
Porto Alegre,2023-12-17 19:37:41.600710,36.4,-3.23
Salvador,2023-12-17 19:37:41.600710,39.48,25.64
Curitiba,2023-12-17 19:37:41.600710,22.23,14.9
Fortaleza,2023-12-17 19:37:41.600710,34.02,-4.01
Recife,2023-12-17 19:37:41.600710,25.62,-0.31
Brasília,2023-12-17 19:37:41.600710,22.44,-2.71
Manaus,2023-12-17 19:37:41.600710,18.28,1.43
São Paulo,2023-12-18 19:37:41.600710,20.61,14.97
Rio de Janeiro,2023-12-18 19:37:41.600710,28.6,6.61
Belo Horizonte,2023-12-18 19:37:41.600710,29.0,-2.18
Porto Alegre,2023-12-18 19:37:41.600710,35.3,22.84
Salvador,2023-12-18 19:37:41.600710,25.93,-0.74
Curitiba,2023-12-18 19:37:41.600710,25.55,9.16
Fortaleza,2023-12-18 19:37:41.600710,15.36,-0.32
Recife,2023-12-18 19:37:41.600710,29.38,-3.77
Brasília,2023-12-18 19:37:41.600710,28.12,16.01
Manaus,2023-12-18 19:37:41.600710,28.52,2.68
São Paulo,2023-12-19 19:37:41.600710,30.48,21.96
Rio de Janeiro,2023-12-19 19:37:41.600710,37.72,11.69
Belo Horizonte,2023-12-19 19:37:41.600710,25.23,16.02
Porto Alegre,2023-12-19 19:37:41.600710,32.56,-6.54
Salvador,2023-12-19 19:37:41.600710,32.63,10.43
Curitiba,2023-12-19 19:37:41.600710,27.13,23.74
Fortaleza,2023-12-19 19:37:41.600710,18.8,-2.99
Recife,2023-12-19 19:37:41.600710,39.3,10.81
Brasília,2023-12-19 19:37:41.600710,16.19,0.49
Manaus,2023-12-19 19:37:41.600710,38.43,-5.99
São Paulo,2023-12-20 19:37:41.600710,15.08,3.04
Rio de Janeiro,2023-12-20 19:37:41.600710,27.58,24.47
Belo Horizonte,2023-12-20 19:37:41.600710,25.24,8.21
Porto Alegre,2023-12-20 19:37:41.600710,34.86,13.89
Salvador,2023-12-20 19:37:41.600710,34.3,25.99
Curitiba,2023-12-20 19:37:41.600710,27.48,19.26
Fortaleza,2023-12-20 19:37:41.600710,25.37,-1.11
Recife,2023-12-20 19:37:41.600710,36.45,4.6
Brasília,2023-12-20 19:37:41.600710,36.43,16.59
Manaus,2023-12-20 19:37:41.600710,19.28,13.1
São Paulo,2023-12-21 19:37:41.600710,22.53,0.93
Rio de Janeiro,2023-12-21 19:37:41.600710,31.52,9.49
Belo Horizonte,2023-12-21 19:37:41.600710,31.44,3.35
Porto Alegre,2023-12-21 19:37:41.600710,28.88,9.63
Salvador,2023-12-21 19:37:41.600710,36.42,8.73
Curitiba,2023-12-21 19:37:41.600710,35.74,3.96
Fortaleza,2023-12-21 19:37:41.600710,24.58,0.91
Recife,2023-12-21 19:37:41.600710,36.58,19.2
Brasília,2023-12-21 19:37:41.600710,21.9,-5.81
Manaus,2023-12-21 19:37:41.600710,18.83,12.02
São Paulo,2023-12-22 19:37:41.600710,20.57,-5.27
Rio de Janeiro,2023-12-22 19:37:41.600710,28.95,-3.24
Belo Horizonte,2023-12-22 19:37:41.600710,36.79,31.27
Porto Alegre,2023-12-22 19:37:41.600710,36.43,15.02
Salvador,2023-12-22 19:37:41.600710,20.27,-9.47
Curitiba,2023-12-22 19:37:41.600710,18.52,13.45
Fortaleza,2023-12-22 19:37:41.600710,15.44,12.0
Recife,2023-12-22 19:37:41.600710,24.74,16.71
Brasília,2023-12-22 19:37:41.600710,27.94,-3.1
Manaus,2023-12-22 19:37:41.600710,30.87,-7.48
São Paulo,2023-12-23 19:37:41.600710,37.23,21.51
Rio de Janeiro,2023-12-23 19:37:41.600710,16.28,-3.8
Belo Horizonte,2023-12-23 19:37:41.600710,34.82,21.3
Porto Alegre,2023-12-23 19:37:41.600710,36.59,-4.58
Salvador,2023-12-23 19:37:41.600710,37.59,11.72
Curitiba,2023-12-23 19:37:41.600710,23.13,12.66
Fortaleza,2023-12-23 19:37:41.600710,20.75,19.06
Recife,2023-12-23 19:37:41.600710,31.34,28.19
Brasília,2023-12-23 19:37:41.600710,19.47,-6.69
Manaus,2023-12-23 19:37:41.600710,15.17,-6.59
São Paulo,2023-12-24 19:37:41.600710,39.57,0.44
Rio de Janeiro,2023-12-24 19:37:41.600710,36.62,35.59
Belo Horizonte,2023-12-24 19:37:41.600710,38.33,10.66
Porto Alegre,2023-12-24 19:37:41.600710,30.53,26.52
Salvador,2023-12-24 19:37:41.600710,39.93,23.93
Curitiba,2023-12-24 19:37:41.600710,28.39,8.43
Fortaleza,2023-12-24 19:37:41.600710,36.56,-5.61
Recife,2023-12-24 19:37:41.600710,38.2,1.1
Brasília,2023-12-24 19:37:41.600710,15.66,3.15
Manaus,2023-12-24 19:37:41.600710,23.57,16.66
São Paulo,2023-12-25 19:37:41.600710,28.35,-9.72
Rio de Janeiro,2023-12-25 19:37:41.600710,17.01,10.29
Belo Horizonte,2023-12-25 19:37:41.600710,17.88,-4.47
Porto Alegre,2023-12-25 19:37:41.600710,30.94,3.65
Salvador,2023-12-25 19:37:41.600710,30.44,21.28
Curitiba,2023-12-25 19:37:41.600710,27.4,8.47
Fortaleza,2023-12-25 19:37:41.600710,21.31,9.58
Recife,2023-12-25 19:37:41.600710,34.1,28.97
Brasília,2023-12-25 19:37:41.600710,34.67,-7.23
Manaus,2023-12-25 19:37:41.600710,27.91,11.0
São Paulo,2023-12-26 19:37:41.600710,25.97,21.15
Rio de Janeiro,2023-12-26 19:37:41.600710,33.14,-8.98
Belo Horizonte,2023-12-26 19:37:41.600710,18.27,14.02
Porto Alegre,2023-12-26 19:37:41.600710,29.59,8.3
Salvador,2023-12-26 19:37:41.600710,33.7,-8.35
Curitiba,2023-12-26 19:37:41.600710,35.64,23.72
Fortaleza,2023-12-26 19:37:41.600710,39.85,31.45
Recife,2023-12-26 19:37:41.600710,33.24,8.54
Brasília,2023-12-26 19:37:41.600710,39.39,12.8
Manaus,2023-12-26 19:37:41.600710,29.79,-0.19
São Paulo,2023-12-27 19:37:41.600710,28.49,16.92
Rio de Janeiro,2023-12-27 19:37:41.600710,23.8,21.01
Belo Horizonte,2023-12-27 19:37:41.600710,24.02,-2.46
Porto Alegre,2023-12-27 19:37:41.600710,17.01,14.02
Salvador,2023-12-27 19:37:41.600710,17.29,-1.41
Curitiba,2023-12-27 19:37:41.600710,28.38,-9.63
Fortaleza,2023-12-27 19:37:41.600710,21.68,-5.42
Recife,2023-12-27 19:37:41.600710,21.1,18.89
Brasília,2023-12-27 19:37:41.600710,39.68,1.76
Manaus,2023-12-27 19:37:41.600710,37.19,16.67
São Paulo,2023-12-28 19:37:41.600710,39.42,6.89
Rio de Janeiro,2023-12-28 19:37:41.600710,16.27,-3.13
Belo Horizonte,2023-12-28 19:37:41.600710,29.62,5.28
Porto Alegre,2023-12-28 19:37:41.600710,27.72,-5.07
Salvador,2023-12-28 19:37:41.600710,35.43,-7.48
Curitiba,2023-12-28 19:37:41.600710,20.53,6.03
Fortaleza,2023-12-28 19:37:41.600710,38.98,21.93
Recife,2023-12-28 19:37:41.600710,23.84,-8.22
Brasília,2023-12-28 19:37:41.600710,38.41,26.53
Manaus,2023-12-28 19:37:41.600710,30.8,25.31
São Paulo,2023-12-29 19:37:41.600710,36.29,18.29
Rio de Janeiro,2023-12-29 19:37:41.600710,20.25,18.81
Belo Horizonte,2023-12-29 19:37:41.600710,32.56,5.34
Porto Alegre,2023-12-29 19:37:41.600710,29.97,1.01
Salvador,2023-12-29 19:37:41.600710,32.51,20.93
Curitiba,2023-12-29 19:37:41.600710,34.05,-7.82
Fortaleza,2023-12-29 19:37:41.600710,28.49,6.59
Recife,2023-12-29 19:37:41.600710,28.79,-7.67
Brasília,2023-12-29 19:37:41.600710,30.47,17.77
Manaus,2023-12-29 19:37:41.600710,32.46,12.68
São Paulo,2023-12-30 19:37:41.600710,26.07,6.02
Rio de Janeiro,2023-12-30 19:37:41.600710,22.94,6.65
Belo Horizonte,2023-12-30 19:37:41.600710,35.82,-3.06
Porto Alegre,2023-12-30 19:37:41.600710,39.54,36.83
Salvador,2023-12-30 19:37:41.600710,38.62,22.47
Curitiba,2023-12-30 19:37:41.600710,38.96,34.66
Fortaleza,2023-12-30 19:37:41.600710,39.5,5.3
Recife,2023-12-30 19:37:41.600710,34.14,9.12
Brasília,2023-12-30 19:37:41.600710,37.3,-0.34
Manaus,2023-12-30 19:37:41.600710,23.94,-2.8
São Paulo,2023-12-31 19:37:41.600710,32.34,23.03
Rio de Janeiro,2023-12-31 19:37:41.600710,34.54,34.26
Belo Horizonte,2023-12-31 19:37:41.600710,35.2,16.78
Porto Alegre,2023-12-31 19:37:41.600710,38.87,-4.07
Salvador,2023-12-31 19:37:41.600710,30.63,15.63
Curitiba,2023-12-31 19:37:41.600710,34.01,23.94
Fortaleza,2023-12-31 19:37:41.600710,32.83,-8.84
Recife,2023-12-31 19:37:41.600710,28.93,12.33
Brasília,2023-12-31 19:37:41.600710,30.07,24.2
Manaus,2023-12-31 19:37:41.600710,32.44,3.72
São Paulo,2024-01-01 19:37:41.600710,31.96,-2.55
Rio de Janeiro,2024-01-01 19:37:41.600710,24.81,-7.96
Belo Horizonte,2024-01-01 19:37:41.600710,18.24,-8.04
Porto Alegre,2024-01-01 19:37:41.600710,18.59,-7.41
Salvador,2024-01-01 19:37:41.600710,28.07,-9.02
Curitiba,2024-01-01 19:37:41.600710,32.23,14.34
Fortaleza,2024-01-01 19:37:41.600710,27.57,7.99
Recife,2024-01-01 19:37:41.600710,26.73,25.71
Brasília,2024-01-01 19:37:41.600710,39.76,-5.21
Manaus,2024-01-01 19:37:41.600710,19.45,18.88
São Paulo,2024-01-02 19:37:41.600710,28.43,21.65
Rio de Janeiro,2024-01-02 19:37:41.600710,28.18,20.36
Belo Horizonte,2024-01-02 19:37:41.600710,15.7,12.88
Porto Alegre,2024-01-02 19:37:41.600710,33.26,6.19
Salvador,2024-01-02 19:37:41.600710,39.79,35.07
Curitiba,2024-01-02 19:37:41.600710,18.88,13.78
